iteration,train_loss,train_precision,train_recall,train_F1,test_loss,test_precision,test_recall,test_F1,train_accuracy,test_accuracy
13,0.6668671369552612,0.0747215524315834,0.989899218082428,0.16600124537944794,0.6618602871894836,0.07418231666088104,0.9893761873245239,0.182821124792099,0.08134666085243225,0.08140820264816284
14,0.6624140739440918,0.0748092383146286,0.9866244792938232,0.16610082983970642,0.6562403440475464,0.07420726865530014,0.9830604791641235,0.1827288568019867,0.08732803910970688,0.08767547458410263
15,0.6569916009902954,0.07476218789815903,0.9785161018371582,0.16573669016361237,0.649559736251831,0.07402500510215759,0.9674714207649231,0.1818174123764038,0.09594406187534332,0.10123798251152039
16,0.6502971053123474,0.07490866631269455,0.9639593362808228,0.16553856432437897,0.6416213512420654,0.07448995113372803,0.9493769407272339,0.18525366485118866,0.1138501986861229,0.1259865164756775
17,0.6426576375961304,0.07493901997804642,0.9398667812347412,0.16460300981998444,0.632207989692688,0.073777936398983,0.8998636603355408,0.1830170899629593,0.1384260505437851,0.15959987044334412
18,0.6335424184799194,0.07431606203317642,0.9024900794029236,0.1617046594619751,0.6210917234420776,0.0712924599647522,0.8509190082550049,0.17804931104183197,0.17377310991287231,0.20412291586399078
19,0.6228590607643127,0.07350283116102219,0.8359321355819702,0.1630447953939438,0.6080411076545715,0.06919174641370773,0.8010525703430176,0.17939865589141846,0.21901316940784454,0.266342431306839
20,0.6098668575286865,0.0721641257405281,0.7860472798347473,0.15731759369373322,0.5928444266319275,0.06684006750583649,0.7147430777549744,0.17711573839187622,0.27468740940093994,0.3349950313568115
21,0.5949710011482239,0.07106877863407135,0.7255613207817078,0.1527511328458786,0.5753427147865295,0.06181150674819946,0.6177005171775818,0.17781513929367065,0.33860263228416443,0.40489664673805237
22,0.5782842636108398,0.06887086480855942,0.6430622339248657,0.1479472517967224,0.5554656386375427,0.060087114572525024,0.5510036945343018,0.1731775403022766,0.40338659286499023,0.47588151693344116
23,0.5595950484275818,0.06663799285888672,0.5657392144203186,0.14087891578674316,0.5332818627357483,0.057221703231334686,0.47862452268600464,0.1695133000612259,0.4686405062675476,0.5458715558052063
24,0.5380903482437134,0.06543610244989395,0.49913012981414795,0.1418878138065338,0.5090478658676147,0.05699517950415611,0.40505126118659973,0.17715409398078918,0.5373455882072449,0.6110091805458069
25,0.5142642259597778,0.06247252598404884,0.44191035628318787,0.14390778541564941,0.4832507073879242,0.06671426445245743,0.3515079617500305,0.18852725625038147,0.5964282751083374,0.6686415672302246
26,0.49009859561920166,0.060226134955883026,0.37596991658210754,0.13839034736156464,0.45663413405418396,0.062347643077373505,0.306914359331131,0.1885717213153839,0.6507115960121155,0.7162484526634216
27,0.464592844247818,0.06253629177808762,0.33339762687683105,0.13491812348365784,0.4301714301109314,0.06632779538631439,0.2632295489311218,0.20530195534229279,0.6974279880523682,0.7556427717208862
28,0.4402887225151062,0.055844299495220184,0.2701011002063751,0.13753777742385864,0.40496185421943665,0.06928376853466034,0.21683691442012787,0.20172372460365295,0.734863817691803,0.7856748104095459
29,0.4146367609500885,0.07047530263662338,0.21076087653636932,0.1454603224992752,0.38206785917282104,0.07726268470287323,0.18357354402542114,0.19340310990810394,0.767058789730072,0.8095059394836426
30,0.39297163486480713,0.06460060179233551,0.1885138601064682,0.1521083414554596,0.36226406693458557,0.07333727926015854,0.15323123335838318,0.18225796520709991,0.7922280430793762,0.8267823457717896
31,0.3733973503112793,0.07975241541862488,0.159116730093956,0.14180278778076172,0.34583473205566406,0.06806203722953796,0.12205389142036438,0.2017105519771576,0.814211905002594,0.8427213430404663
32,0.35789257287979126,0.07844675332307816,0.1374346911907196,0.14717377722263336,0.33248358964920044,0.08030927181243896,0.10841702669858932,0.2177099585533142,0.8303663730621338,0.855885922908783
33,0.34540292620658875,0.09659705311059952,0.1247909888625145,0.14891240000724792,0.32143041491508484,0.11723209172487259,0.09277014434337616,0.2523983418941498,0.8445175290107727,0.865756630897522
34,0.3349933922290802,0.09701959788799286,0.09310437738895416,0.15759727358818054,0.31169596314430237,0.12853333353996277,0.08889766037464142,0.2933172285556793,0.8564233183860779,0.8728749752044678
35,0.32280203700065613,0.13103336095809937,0.10112064331769943,0.13141387701034546,0.30247965455055237,0.14738623797893524,0.0877428725361824,0.32152432203292847,0.8662118911743164,0.8810765743255615
36,0.31439223885536194,0.10931733250617981,0.08401264995336533,0.15467248857021332,0.2932072579860687,0.17683281004428864,0.07783568650484085,0.27218976616859436,0.8746237754821777,0.8883718252182007
37,0.30705252289772034,0.09365754574537277,0.0758412629365921,0.17464183270931244,0.28363439440727234,0.18141011893749237,0.06265916675329208,0.2558872401714325,0.8817777037620544,0.8946170210838318
38,0.29456010460853577,0.1312682032585144,0.07764307409524918,0.144508957862854,0.27383658289909363,0.1964593082666397,0.06002775579690933,0.26785868406295776,0.8888413906097412,0.8970708250999451
39,0.2859874963760376,0.14002449810504913,0.056694816797971725,0.17078270018100739,0.2640707790851593,0.1818128377199173,0.04928693175315857,0.22298283874988556,0.8949177265167236,0.9016358852386475
40,0.27533382177352905,0.1444997936487198,0.05275574326515198,0.15683449804782867,0.25466611981391907,0.20583371818065643,0.04320714622735977,0.291866660118103,0.899285078048706,0.9074499607086182
41,0.2642907500267029,0.1779167354106903,0.0488608293235302,0.14122697710990906,0.24592989683151245,0.21793697774410248,0.04032422602176666,0.28069406747817993,0.9043834805488586,0.9124129414558411
42,0.2572336196899414,0.17591862380504608,0.04048518091440201,0.16508039832115173,0.238103985786438,0.16290773451328278,0.035029761493206024,0.27631694078445435,0.9080862402915955,0.9159058332443237
43,0.24828968942165375,0.21766848862171173,0.04626442864537239,0.17865939438343048,0.23133687674999237,0.21573810279369354,0.03394417092204094,0.26461341977119446,0.9114567041397095,0.9196087121963501
44,0.24246469140052795,0.18450066447257996,0.03749364987015724,0.16175252199172974,0.22566570341587067,0.3077358305454254,0.03250196576118469,0.2943737506866455,0.913659393787384,0.9224826097488403
45,0.2364310473203659,0.1861264556646347,0.041209496557712555,0.17350615561008453,0.2210330367088318,0.32205531001091003,0.03186577931046486,0.37148430943489075,0.915149986743927,0.9236542582511902
46,0.23270927369594574,0.2115582823753357,0.042575251311063766,0.1701665222644806,0.21729207038879395,0.3739510476589203,0.034376658499240875,0.36851418018341064,0.9159379601478577,0.9246159195899963
47,0.2287379801273346,0.1788329929113388,0.04459700733423233,0.19334760308265686,0.2142476886510849,0.35716453194618225,0.035930972546339035,0.30781251192092896,0.9156578779220581,0.924251139163971
48,0.22562193870544434,0.23266039788722992,0.048507340252399445,0.19579824805259705,0.21169400215148926,0.39262986183166504,0.03630324825644493,0.29317793250083923,0.9162940382957458,0.9239084720611572
49,0.2223021388053894,0.2557980716228485,0.05043507367372513,0.18522736430168152,0.2094336599111557,0.35359856486320496,0.03628762066364288,0.3217977285385132,0.9157101511955261,0.9236873984336853
50,0.2188538759946823,0.24169057607650757,0.05198437720537186,0.19012972712516785,0.20732109248638153,0.3209110200405121,0.0379030667245388,0.3486095368862152,0.9165551066398621,0.9241185188293457
51,0.217631533741951,0.27877306938171387,0.05499057099223137,0.20305083692073822,0.20525489747524261,0.3326874077320099,0.038390208035707474,0.36234843730926514,0.9162892699241638,0.9248037934303284
52,0.2143605798482895,0.31761789321899414,0.054372042417526245,0.19223806262016296,0.2031955122947693,0.37276268005371094,0.03755095601081848,0.36850404739379883,0.917015552520752,0.9258870482444763
53,0.2117408812046051,0.321017861366272,0.05252476781606674,0.19697019457817078,0.20116178691387177,0.3887648284435272,0.034644097089767456,0.3268049657344818,0.9177988767623901,0.9266055226325989
54,0.2103012055158615,0.28536829352378845,0.05122197046875954,0.19902043044567108,0.19919656217098236,0.443781316280365,0.029533732682466507,0.3058805763721466,0.9190283417701721,0.9269702434539795
55,0.20829994976520538,0.29195737838745117,0.04734187573194504,0.20386981964111328,0.19735561311244965,0.4305267035961151,0.024952925741672516,0.27848324179649353,0.9197878837585449,0.9270365834236145
56,0.20558184385299683,0.38766735792160034,0.04677947238087654,0.19111143052577972,0.1956838071346283,0.42880067229270935,0.020988980308175087,0.27666595578193665,0.9207468032836914,0.9271250367164612
57,0.20342731475830078,0.3773826062679291,0.04235601797699928,0.1795208603143692,0.19421741366386414,0.3697287440299988,0.01729343831539154,0.2898448705673218,0.9216155409812927,0.9268818497657776
58,0.20209383964538574,0.334928423166275,0.04013502970337868,0.17442525923252106,0.1929713785648346,0.3958320617675781,0.014746887609362602,0.25880008935928345,0.9217959046363831,0.9268155097961426
59,0.2013142853975296,0.3377833962440491,0.03593948110938072,0.1748872995376587,0.19193468987941742,0.44432103633880615,0.013200940564274788,0.2671431303024292,0.9223608374595642,0.9268376231193542
60,0.19974440336227417,0.3106674253940582,0.034193240106105804,0.17625196278095245,0.19107592105865479,0.44983041286468506,0.011772718280553818,0.24303336441516876,0.9230776429176331,0.9268486499786377
61,0.19738586246967316,0.3196846544742584,0.0318162776529789,0.16319936513900757,0.19034497439861298,0.4822232127189636,0.011126585304737091,0.20832176506519318,0.9236853122711182,0.9267491698265076
62,0.19752469658851624,0.45460158586502075,0.0306276585906744,0.15299496054649353,0.18968653678894043,0.6355240941047668,0.011264455504715443,0.21560193598270416,0.9240745306015015,0.9268818497657776
63,0.1964222937822342,0.39905473589897156,0.02976248972117901,0.1488942950963974,0.18905891478061676,0.6112958192825317,0.011639353819191456,0.2500930428504944,0.9236472845077515,0.9269702434539795
64,0.1968623846769333,0.4013538062572479,0.029798751696944237,0.16371922194957733,0.18842574954032898,0.6044368743896484,0.012258929200470448,0.23235270380973816,0.9239416122436523,0.9270476698875427
65,0.194535031914711,0.4301237165927887,0.02988649532198906,0.14773035049438477,0.1877867579460144,0.5206103324890137,0.013156084343791008,0.2442840188741684,0.9239416122436523,0.9271692037582397
66,0.19471538066864014,0.37608638405799866,0.029532793909311295,0.17161405086517334,0.1871376633644104,0.540835976600647,0.015115774236619473,0.2685585916042328,0.9239606261253357,0.927434504032135
67,0.19324763119220734,0.4132525324821472,0.0313873328268528,0.16176019608974457,0.18650278449058533,0.5343380570411682,0.016394024714827538,0.25492697954177856,0.9240508079528809,0.92750084400177
68,0.19249051809310913,0.38550838828086853,0.03107069991528988,0.16908906400203705,0.18588702380657196,0.536864697933197,0.01747933402657509,0.26629525423049927,0.9242596626281738,0.9275671243667603
69,0.19185340404510498,0.47555407881736755,0.03282936289906502,0.17435598373413086,0.185309037566185,0.613816499710083,0.019486872479319572,0.24360132217407227,0.9242834448814392,0.9277771711349487
70,0.19153960049152374,0.40991079807281494,0.03449348360300064,0.17415092885494232,0.18477430939674377,0.5887636542320251,0.02105489932000637,0.2606492340564728,0.923970103263855,0.9279650449752808
71,0.19141985476016998,0.37570470571517944,0.0355198048055172,0.17647197842597961,0.18428365886211395,0.5598939061164856,0.02215782180428505,0.25478115677833557,0.9240602850914001,0.9280977249145508
72,0.19079484045505524,0.44799599051475525,0.03664388507604599,0.18256689608097076,0.18382985889911652,0.5538299083709717,0.02370666153728962,0.23837174475193024,0.9239558577537537,0.928296685218811
73,0.1897285282611847,0.37180545926094055,0.03733734413981438,0.19827903807163239,0.1834036409854889,0.570901095867157,0.024386214092373848,0.2475716769695282,0.9240223169326782,0.9284182786941528
74,0.18973223865032196,0.3660048246383667,0.03894398733973503,0.19811925292015076,0.18299192190170288,0.5712968111038208,0.024931179359555244,0.2557894289493561,0.9243356585502625,0.9284845590591431
75,0.18896640837192535,0.44055894017219543,0.03950740769505501,0.19490289688110352,0.18258489668369293,0.5771611332893372,0.024568837136030197,0.2561967670917511,0.9247248768806458,0.928517758846283
76,0.1882905662059784,0.3578009605407715,0.038805387914180756,0.19982413947582245,0.1821807324886322,0.5799399018287659,0.023940764367580414,0.255118191242218,0.9247771501541138,0.9284071922302246
77,0.18762873113155365,0.46401530504226685,0.03857367858290672,0.1896345317363739,0.18177680671215057,0.5401338934898376,0.023228904232382774,0.2522013485431671,0.9253515005111694,0.9282524585723877
78,0.18673619627952576,0.44921350479125977,0.03837404400110245,0.18656787276268005,0.1813741773366928,0.5323442220687866,0.022286511957645416,0.24516136944293976,0.9255319237709045,0.9280645251274109
79,0.18654154241085052,0.45804888010025024,0.03789631277322769,0.18672899901866913,0.18097567558288574,0.5389869213104248,0.02191862277686596,0.2436148077249527,0.9255841374397278,0.9280092716217041
80,0.18614915013313293,0.45561131834983826,0.03667764365673065,0.19947141408920288,0.18058648705482483,0.5379500389099121,0.021127618849277496,0.23715995252132416,0.9254274964332581,0.9278655648231506
81,0.1858372837305069,0.4794771671295166,0.03840095177292824,0.18669530749320984,0.18020908534526825,0.559110701084137,0.0205409973859787,0.2180931717157364,0.9262344837188721,0.9277660846710205
82,0.1846197545528412,0.4698300361633301,0.03537401184439659,0.19589491188526154,0.17984601855278015,0.5579683780670166,0.020009687170386314,0.21370896697044373,0.9263531565666199,0.927688717842102
83,0.18409807980060577,0.48759353160858154,0.03649237006902695,0.2044152319431305,0.17949740588665009,0.5516190528869629,0.019635645672678947,0.2092190384864807,0.9265050888061523,0.9276555776596069
84,0.18498454988002777,0.5142354369163513,0.03299602493643761,0.1873554289340973,0.1791595220565796,0.5501368641853333,0.019457004964351654,0.20701152086257935,0.926106333732605,0.9276666045188904
85,0.18357358872890472,0.4741066098213196,0.03431166708469391,0.19270490109920502,0.17882686853408813,0.5614979267120361,0.02013334445655346,0.2133638858795166,0.9263531565666199,0.9277881979942322
86,0.18362957239151,0.5082472562789917,0.033799413591623306,0.17885705828666687,0.17849241197109222,0.573714017868042,0.020508525893092155,0.21716588735580444,0.9264196157455444,0.9278545379638672
87,0.18327417969703674,0.4204191565513611,0.03188825026154518,0.18830618262290955,0.17814990878105164,0.5953428149223328,0.02148640714585781,0.22695951163768768,0.9264623522758484,0.9279982447624207
88,0.18327465653419495,0.49595364928245544,0.03362369164824486,0.18993861973285675,0.17779938876628876,0.596227765083313,0.02278979867696762,0.23766572773456573,0.9266047477722168,0.9281087517738342
89,0.18239621818065643,0.5064273476600647,0.03590985760092735,0.1997659057378769,0.17744344472885132,0.6161929368972778,0.02436024695634842,0.2513902187347412,0.9268658757209778,0.9283961653709412
90,0.1821357160806656,0.5364812612533569,0.03484373167157173,0.1893298476934433,0.17708121240139008,0.6292563080787659,0.026384834200143814,0.2686748504638672,0.9269370436668396,0.9286835193634033
91,0.18106752634048462,0.5560996532440186,0.03704271838068962,0.20039133727550507,0.17671546339988708,0.6504665017127991,0.02873212844133377,0.2898668348789215,0.9275447130203247,0.9290704131126404
92,0.18061016499996185,0.5387581586837769,0.03736085817217827,0.18952974677085876,0.17635396122932434,0.6542137861251831,0.030462678521871567,0.3037813901901245,0.9272218942642212,0.9292804002761841
93,0.17976775765419006,0.5578559637069702,0.0396578349173069,0.20708924531936646,0.17599593102931976,0.6543904542922974,0.03214826434850693,0.31711262464523315,0.9273120760917664,0.9294683337211609
94,0.18041551113128662,0.569934606552124,0.041386689990758896,0.20586709678173065,0.1756395399570465,0.6508108973503113,0.0338423028588295,0.3309568166732788,0.9277393221855164,0.929567813873291
95,0.17993944883346558,0.5784322619438171,0.04403316602110863,0.21831069886684418,0.1752813160419464,0.6482702493667603,0.035500138998031616,0.3439788818359375,0.9278247952461243,0.9297446608543396
96,0.1789863407611847,0.5214268565177917,0.04385184124112129,0.2205990105867386,0.17492014169692993,0.5830181837081909,0.036972690373659134,0.35663580894470215,0.9275921583175659,0.9299436211585999
97,0.1791306436061859,0.5252345204353333,0.044776517897844315,0.2224620133638382,0.17455299198627472,0.5859363079071045,0.03857211023569107,0.36970293521881104,0.9274972081184387,0.9301536679267883
98,0.17865091562271118,0.5098808407783508,0.044664546847343445,0.22144539654254913,0.17417949438095093,0.6093721985816956,0.03997192904353142,0.3401775658130646,0.9280810952186584,0.930429995059967
99,0.1783987283706665,0.6194618344306946,0.04784967377781868,0.2194073349237442,0.1737963706254959,0.6112447381019592,0.041238103061914444,0.34988200664520264,0.9285083413124084,0.9306068420410156
100,0.17770108580589294,0.5423593521118164,0.04810228571295738,0.22975106537342072,0.1734044849872589,0.6060721278190613,0.042343996465206146,0.3582462966442108,0.9288406372070312,0.9307505488395691
101,0.176640123128891,0.5517282485961914,0.050250209867954254,0.23670203983783722,0.1730044037103653,0.6101759076118469,0.043369993567466736,0.36571377515792847,0.9289355874061584,0.9309273958206177
102,0.17660680413246155,0.5545297861099243,0.04944327473640442,0.22117647528648376,0.17259581387043,0.6198625564575195,0.044266778975725174,0.37290894985198975,0.9288263916969299,0.9310600161552429
103,0.17604079842567444,0.5977901816368103,0.0526406392455101,0.24890077114105225,0.17217674851417542,0.6147603988647461,0.04551199451088905,0.36250078678131104,0.9295764565467834,0.9312368631362915
104,0.17544226348400116,0.5803860425949097,0.05389971286058426,0.24509185552597046,0.17174771428108215,0.6193129420280457,0.04672887176275253,0.37183812260627747,0.9296334385871887,0.9314800500869751
105,0.17489992082118988,0.6135400533676147,0.05331362783908844,0.2530229091644287,0.1713067889213562,0.621215283870697,0.04767479747533798,0.3777036666870117,0.930065393447876,0.931634783744812
106,0.17477652430534363,0.592842161655426,0.053367119282484055,0.22876636683940887,0.17085081338882446,0.6615933775901794,0.04930214211344719,0.35151150822639465,0.9299942255020142,0.9318558573722839
107,0.1743248552083969,0.5630990266799927,0.054415203630924225,0.24869844317436218,0.17037492990493774,0.6562690138816833,0.05132889375090599,0.3639961779117584,0.930288553237915,0.9320769309997559
108,0.1730967015028,0.6197815537452698,0.0575423464179039,0.2573334276676178,0.1698794960975647,0.692514181137085,0.05376260355114937,0.3612845242023468,0.9310528039932251,0.9323201179504395
109,0.17256523668766022,0.6317862272262573,0.06118885800242424,0.2872298061847687,0.16936469078063965,0.6971558332443237,0.056851208209991455,0.3800731897354126,0.9315750002861023,0.9327069520950317
110,0.17218974232673645,0.637758731842041,0.06216317042708397,0.2490374594926834,0.16883032023906708,0.7168529629707336,0.05974637344479561,0.38061627745628357,0.9316082000732422,0.9330717325210571
111,0.17167778313159943,0.6154085397720337,0.06453384459018707,0.27608200907707214,0.1682772934436798,0.7202587127685547,0.06321679055690765,0.3995892405509949,0.9317933917045593,0.9335249066352844
112,0.1713465452194214,0.6054483652114868,0.06834060698747635,0.29969948530197144,0.16770383715629578,0.7346281409263611,0.06706555187702179,0.4026419222354889,0.9322586059570312,0.9339781403541565
113,0.17021092772483826,0.6299082636833191,0.07265709340572357,0.26152151823043823,0.16711005568504333,0.7560874223709106,0.0706501230597496,0.3890136480331421,0.9326905608177185,0.9344534277915955
114,0.1695650815963745,0.6194546222686768,0.07822317630052567,0.32224035263061523,0.16649439930915833,0.7375128865242004,0.07549497485160828,0.38200971484184265,0.9334595799446106,0.9350613355636597
115,0.16916482150554657,0.6350374221801758,0.07897045463323593,0.28215548396110535,0.16585616767406464,0.7502660751342773,0.07952549308538437,0.4007315933704376,0.9334169030189514,0.9355255961418152
116,0.16804537177085876,0.6324114203453064,0.08333517611026764,0.3110199570655823,0.16519226133823395,0.7412850856781006,0.0827360674738884,0.40190261602401733,0.9342666268348694,0.935835063457489
117,0.1676362156867981,0.6082565784454346,0.09010275453329086,0.3109411597251892,0.1645025908946991,0.7674376964569092,0.08795039355754852,0.3993287980556488,0.9346606135368347,0.9365314245223999
118,0.1664082407951355,0.6493181586265564,0.09377456456422806,0.32189029455184937,0.16378656029701233,0.7715461254119873,0.09210752695798874,0.4045306146144867,0.9357192516326904,0.9369735717773438
119,0.16557469964027405,0.6362617611885071,0.09456232935190201,0.33260855078697205,0.16304166615009308,0.7534649968147278,0.097123883664608,0.41321370005607605,0.9358474016189575,0.9375925660133362
120,0.1651732474565506,0.5931388735771179,0.09863757342100143,0.30928391218185425,0.16227106750011444,0.7678903341293335,0.10186098515987396,0.39825087785720825,0.9363980889320374,0.9380789399147034
121,0.16396018862724304,0.6426742076873779,0.10101981461048126,0.3171271085739136,0.16147497296333313,0.7611178159713745,0.10923371464014053,0.4138396084308624,0.9366496801376343,0.9388747811317444
122,0.16356143355369568,0.5929069519042969,0.10830012708902359,0.34056633710861206,0.16065214574337006,0.7394599914550781,0.11614137887954712,0.42627614736557007,0.937233567237854,0.9394826889038086
123,0.1625002920627594,0.6215623617172241,0.11387021839618683,0.3493480384349823,0.1598043292760849,0.7424895167350769,0.12320838123559952,0.45031341910362244,0.9378507137298584,0.9400464296340942
124,0.1618434488773346,0.6263023614883423,0.11806400865316391,0.3646862804889679,0.1589335948228836,0.7505378723144531,0.13180743157863617,0.45496535301208496,0.9380168318748474,0.9408532977104187
125,0.16037362813949585,0.5354158878326416,0.13045722246170044,0.3642076253890991,0.15804389119148254,0.6939866542816162,0.13936668634414673,0.4782631993293762,0.9396830797195435,0.9413396716117859
126,0.15950515866279602,0.537117600440979,0.12964008748531342,0.4037163257598877,0.15713681280612946,0.6840547323226929,0.14690016210079193,0.4769631028175354,0.9394789338111877,0.9418370723724365
127,0.1592538207769394,0.5321353673934937,0.1433691680431366,0.39640799164772034,0.1562209278345108,0.6993361115455627,0.15570151805877686,0.46796706318855286,0.9399204254150391,0.942389726638794
128,0.1578335165977478,0.5102223753929138,0.14712132513523102,0.41149812936782837,0.15529966354370117,0.7109537124633789,0.16506654024124146,0.462492436170578,0.9405185580253601,0.9430087208747864
129,0.157022163271904,0.4728446900844574,0.156495600938797,0.4081140160560608,0.15437628328800201,0.6954166889190674,0.17353536188602448,0.4816546142101288,0.9412638545036316,0.9433845281600952
130,0.15617673099040985,0.4080356955528259,0.15988606214523315,0.4127156436443329,0.15345676243305206,0.6582993268966675,0.18054351210594177,0.4980098009109497,0.9412021636962891,0.9437382817268372
131,0.1552416831254959,0.4846920371055603,0.1712162345647812,0.42840808629989624,0.15254496037960052,0.6544471383094788,0.18721525371074677,0.502458930015564,0.9417908191680908,0.9441472291946411
132,0.15365229547023773,0.5100942254066467,0.1731356531381607,0.4239504039287567,0.1516421139240265,0.6499817967414856,0.19559596478939056,0.5119792819023132,0.9427686929702759,0.9445451498031616
133,0.15255425870418549,0.5251476168632507,0.18343783915042877,0.4241713881492615,0.15075793862342834,0.6580052971839905,0.204061821103096,0.5102105736732483,0.943120002746582,0.9447993636131287
134,0.15194638073444366,0.4965578615665436,0.18712067604064941,0.4301747977733612,0.14989322423934937,0.6575037240982056,0.21134674549102783,0.5145372152328491,0.942735493183136,0.9451199173927307
135,0.15098771452903748,0.4867854118347168,0.1895345151424408,0.46549203991889954,0.1490514725446701,0.6587356328964233,0.2204953134059906,0.5324588418006897,0.9429348707199097,0.9454404711723328
136,0.15002775192260742,0.5154745578765869,0.20141692459583282,0.45055723190307617,0.1482357531785965,0.6306877732276917,0.2277454137802124,0.5447087287902832,0.9435757398605347,0.9455289244651794
137,0.14908312261104584,0.4482944905757904,0.21081842482089996,0.45821845531463623,0.14744897186756134,0.6359865665435791,0.23458844423294067,0.5470040440559387,0.9438747763633728,0.9457167983055115
138,0.14796142280101776,0.4538288414478302,0.2145366221666336,0.46028828620910645,0.146696075797081,0.6343082785606384,0.2397691160440445,0.5556948184967041,0.943964958190918,0.9457720518112183
139,0.14764150977134705,0.5038053393363953,0.2207546830177307,0.4637806713581085,0.14597229659557343,0.6326090097427368,0.24575187265872955,0.5550214648246765,0.9443874955177307,0.9459599852561951
140,0.14653733372688293,0.48963579535484314,0.2211931198835373,0.45904627442359924,0.145273819565773,0.6221219897270203,0.2507253885269165,0.5604664087295532,0.9445441365242004,0.9459820985794067
141,0.14631062746047974,0.469081312417984,0.22925236821174622,0.46574005484580994,0.14460019767284393,0.6219397783279419,0.2566116750240326,0.5585211515426636,0.9445868730545044,0.9459931254386902
142,0.14575687050819397,0.5016537308692932,0.2338780164718628,0.46988722681999207,0.14395591616630554,0.6171390414237976,0.26357796788215637,0.5696622729301453,0.9447245001792908,0.9461479187011719
143,0.14398181438446045,0.4712772071361542,0.23726189136505127,0.5055410265922546,0.14333663880825043,0.6116092801094055,0.26737555861473083,0.5735713243484497,0.9450093507766724,0.9459489583969116
144,0.14423859119415283,0.4512595236301422,0.23978419601917267,0.48805737495422363,0.14273954927921295,0.6151452660560608,0.2753596603870392,0.5655310153961182,0.9452182054519653,0.9461258053779602
145,0.1432085484266281,0.4860303997993469,0.25292474031448364,0.4950466454029083,0.1421661227941513,0.6067771315574646,0.27998098731040955,0.5727594494819641,0.9456787109375,0.946181058883667
146,0.14198563992977142,0.48333868384361267,0.2582835257053375,0.5133019685745239,0.1416054368019104,0.601279616355896,0.2827373445034027,0.5671477317810059,0.9455695152282715,0.9464021325111389
147,0.14192260801792145,0.46451422572135925,0.2583007216453552,0.5080097913742065,0.14105775952339172,0.6051474213600159,0.2831331193447113,0.5674368143081665,0.9459350109100342,0.9465458393096924
148,0.1410624086856842,0.482713907957077,0.2537189722061157,0.5091552138328552,0.14053139090538025,0.5936666131019592,0.285137414932251,0.5699951648712158,0.9464999437332153,0.9467115998268127
149,0.14082756638526917,0.5103880763053894,0.2584320306777954,0.5229241847991943,0.14002247154712677,0.5983916521072388,0.2892872989177704,0.578764796257019,0.9463338255882263,0.9470763802528381
150,0.13930512964725494,0.5032132267951965,0.26116928458213806,0.50770103931427,0.13952745497226715,0.5985912680625916,0.2934006452560425,0.5855621695518494,0.946746826171875,0.9473748207092285
151,0.14022794365882874,0.4370124042034149,0.2613984942436218,0.49952226877212524,0.1390511691570282,0.5892547965049744,0.2954905927181244,0.5885854959487915,0.9457783699035645,0.9475627541542053
152,0.13868890702724457,0.46094071865081787,0.2596835792064667,0.515574038028717,0.13858789205551147,0.5866490006446838,0.2982673645019531,0.5911505818367004,0.9469651579856873,0.9476069211959839
