iteration,train_loss,test_loss,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_F1,test_F1
1,0.6976242065429688,0.6952406764030457,0.07722616195678711,0.07699789851903915,0.07475546002388,0.07432270050048828,0.9919989705085754,0.9997438192367554,0.1661028265953064,0.18152520060539246
2,0.6951660513877869,0.6927984356880188,0.07737332582473755,0.07696473598480225,0.07478170096874237,0.0743124708533287,0.9919989705085754,0.9997438192367554,0.16615606844425201,0.1815100610256195
3,0.6927339434623718,0.6903818845748901,0.07735908031463623,0.07713054120540619,0.0747707262635231,0.07432456314563751,0.9919989705085754,0.9997438192367554,0.16614075005054474,0.18153542280197144
4,0.690326452255249,0.6879452466964722,0.07752998173236847,0.07760583609342575,0.0747925192117691,0.07438322901725769,0.9919989705085754,0.999687910079956,0.16618110239505768,0.1816364824771881
5,0.6878964304924011,0.6854633092880249,0.07791924476623535,0.07798165082931519,0.07482835650444031,0.07440297305583954,0.9919559359550476,0.9997438192367554,0.16623851656913757,0.18168596923351288
6,0.6854254603385925,0.6829491853713989,0.07819457352161407,0.07879960536956787,0.07484683394432068,0.07442406564950943,0.9919989705085754,0.9997438192367554,0.1662774384021759,0.18173222243785858
7,0.6829187870025635,0.6803696155548096,0.07898259907960892,0.07969492673873901,0.07486844062805176,0.07443951815366745,0.9919989705085754,0.9997438192367554,0.16631993651390076,0.18176913261413574
8,0.6803518533706665,0.6777140498161316,0.07983707636594772,0.08146347105503082,0.07487569004297256,0.07452772557735443,0.9919989705085754,0.999687910079956,0.16633763909339905,0.18196240067481995
9,0.6777024865150452,0.6749368906021118,0.08156977593898773,0.08320990204811096,0.07497522979974747,0.07458148151636124,0.9919559359550476,0.9983718991279602,0.16652914881706238,0.18200348317623138
10,0.6749266386032104,0.6719327569007874,0.08331197500228882,0.08521056920289993,0.07501737028360367,0.07468436658382416,0.990186870098114,0.9983718991279602,0.16652721166610718,0.1822298914194107
11,0.6719210147857666,0.668662428855896,0.08514910936355591,0.09167680144309998,0.07511401176452637,0.07498963922262192,0.9901708364486694,0.9978845715522766,0.166714146733284,0.1828307807445526
12,0.6686540246009827,0.6652959585189819,0.09154822677373886,0.09518072009086609,0.07540225982666016,0.07479182630777359,0.9901708364486694,0.9887816309928894,0.16724570095539093,0.18383249640464783
13,0.6652851700782776,0.661652684211731,0.09454365819692612,0.10000000149011612,0.07523266226053238,0.0746685042977333,0.9821703433990479,0.9861234426498413,0.1681131273508072,0.1834312379360199
14,0.6616407036781311,0.6576856374740601,0.09958510100841522,0.10658781975507736,0.0751156210899353,0.07433626800775528,0.9796597957611084,0.9726461172103882,0.16776540875434875,0.18401803076267242
15,0.6576610803604126,0.6536715626716614,0.10580857843160629,0.11639217287302017,0.07474587857723236,0.074612095952034,0.9672741293907166,0.9659472107887268,0.16809873282909393,0.18454453349113464
16,0.6536278128623962,0.649385392665863,0.11547371745109558,0.12624074518680573,0.07509475946426392,0.07388457655906677,0.9627532958984375,0.9506435990333557,0.16874362528324127,0.18273483216762543
17,0.6493287682533264,0.6447400450706482,0.12491574138402939,0.13921742141246796,0.07433367520570755,0.07411257922649384,0.9491686224937439,0.9407511353492737,0.16703183948993683,0.18465591967105865
18,0.6446672677993774,0.6397095918655396,0.13836432993412018,0.1530231088399887,0.07454930990934372,0.07441170513629913,0.9410825371742249,0.9290826916694641,0.16724175214767456,0.18669427931308746
19,0.6396064162254333,0.6345928311347961,0.15190786123275757,0.16961424052715302,0.07479751110076904,0.07471758872270584,0.9310089349746704,0.9228852391242981,0.16890594363212585,0.18897224962711334
20,0.6344563364982605,0.6289830803871155,0.16836613416671753,0.18535426259040833,0.07512111961841583,0.07525184750556946,0.9251067042350769,0.919854462146759,0.16940803825855255,0.1900603473186493
21,0.6288199424743652,0.6229810118675232,0.1838180124759674,0.207781583070755,0.07572968304157257,0.07660040259361267,0.9221155047416687,0.9083449840545654,0.17053982615470886,0.19470176100730896
22,0.6227714419364929,0.616173505783081,0.2064712792634964,0.22958992421627045,0.0771397054195404,0.07625269144773483,0.9076067209243774,0.8845979571342468,0.17464421689510345,0.19669947028160095
23,0.6158772706985474,0.6090812683105469,0.22847892343997955,0.25366419553756714,0.0768175944685936,0.07517694681882858,0.8858428597450256,0.8540311455726624,0.17616130411624908,0.19677747786045074
24,0.6087263822555542,0.6014009118080139,0.25317344069480896,0.2832320034503937,0.07602657377719879,0.07693737000226974,0.8586317896842957,0.8316770792007446,0.17647825181484222,0.20379170775413513
25,0.6010075807571411,0.5934138894081116,0.28296637535095215,0.31376147270202637,0.07791101932525635,0.07133433222770691,0.8456615209579468,0.7377209067344666,0.18102394044399261,0.19642828404903412
26,0.5929123759269714,0.5845169425010681,0.3137514591217041,0.3446114659309387,0.07257899641990662,0.06674230843782425,0.7583717107772827,0.6665666699409485,0.17733189463615417,0.18532879650592804
27,0.5838871002197266,0.5755023956298828,0.34556666016578674,0.3802475929260254,0.06800666451454163,0.06543318927288055,0.6941844820976257,0.6365382671356201,0.16722005605697632,0.18224425613880157
28,0.5747395753860474,0.5662027597427368,0.3817017376422882,0.41241294145584106,0.0668318048119545,0.061978984624147415,0.6479882001876831,0.5888983011245728,0.16785597801208496,0.17619654536247253
29,0.565307080745697,0.555884063243866,0.41466575860977173,0.44521939754486084,0.06365436315536499,0.061086900532245636,0.5968164205551147,0.5587952136993408,0.1653919816017151,0.17684306204319
30,0.5548391342163086,0.5453180074691772,0.44895896315574646,0.4814966320991516,0.06294552981853485,0.056493282318115234,0.5711191296577454,0.488153338432312,0.1641336977481842,0.1680535078048706
31,0.5440846085548401,0.5340957045555115,0.48608145117759705,0.5153200030326843,0.058649271726608276,0.05281154066324234,0.49968743324279785,0.42247071862220764,0.15590108931064606,0.16657179594039917
32,0.5326389670372009,0.5225261449813843,0.5223969221115112,0.5527577996253967,0.055296868085861206,0.04842251539230347,0.41503217816352844,0.377543568611145,0.15193036198616028,0.15921691060066223
33,0.5208635330200195,0.5105116367340088,0.5618739724159241,0.589974582195282,0.05016520991921425,0.049984972923994064,0.3744141459465027,0.35650452971458435,0.14452248811721802,0.16802026331424713
34,0.5086625218391418,0.49798518419265747,0.6006627082824707,0.6194539666175842,0.05253203958272934,0.049720894545316696,0.3659764528274536,0.33481597900390625,0.15325713157653809,0.16745921969413757
35,0.49587464332580566,0.4854576289653778,0.6324541568756104,0.6472532153129578,0.05302022024989128,0.046157121658325195,0.33663859963417053,0.3171001672744751,0.15540190041065216,0.16693024337291718
36,0.48305705189704895,0.47269174456596375,0.6622423529624939,0.6730186939239502,0.049248166382312775,0.04243665188550949,0.3207569718360901,0.2807624638080597,0.1475321501493454,0.1622008979320526
37,0.4700540006160736,0.4593743085861206,0.6880286931991577,0.6981209516525269,0.04470666125416756,0.041304655373096466,0.2853381335735321,0.2521001398563385,0.14210519194602966,0.16304191946983337
38,0.4563818871974945,0.4459167718887329,0.7136679291725159,0.7223941683769226,0.0444503016769886,0.0421670563519001,0.2588959038257599,0.22680531442165375,0.14239461719989777,0.18233096599578857
39,0.44276803731918335,0.4327424168586731,0.7375554442405701,0.7421797513961792,0.04654070362448692,0.04115572199225426,0.23395317792892456,0.19465981423854828,0.1525576263666153,0.1877272129058838
40,0.42935097217559814,0.4197537302970886,0.7582671046257019,0.7604509592056274,0.04584289342164993,0.03732026740908623,0.20005451142787933,0.1594209372997284,0.15144836902618408,0.17030784487724304
41,0.41610443592071533,0.4068799614906311,0.7766432166099548,0.7817729711532593,0.042426954954862595,0.03828183561563492,0.1594366729259491,0.1399364322423935,0.13595938682556152,0.17578119039535522
42,0.4029647409915924,0.3938848078250885,0.7977441549301147,0.798375129699707,0.04451635107398033,0.03839768096804619,0.14737845957279205,0.1285647451877594,0.14448978006839752,0.1922382414340973
43,0.38960421085357666,0.38150012493133545,0.8143116235733032,0.8132309317588806,0.04471825808286667,0.035051338374614716,0.1321416050195694,0.10597623139619827,0.15026336908340454,0.17942234873771667
44,0.3768589198589325,0.3692494034767151,0.8293884992599487,0.8278434872627258,0.04161389172077179,0.03358900547027588,0.11630115658044815,0.0961647555232048,0.13466018438339233,0.16757233440876007
45,0.36429959535598755,0.3576214909553528,0.8438529372215271,0.8441030383110046,0.0406268872320652,0.03358035162091255,0.09188853949308395,0.09430788457393646,0.1383904367685318,0.17159703373908997
46,0.35225504636764526,0.3461669683456421,0.8601308465003967,0.8573781251907349,0.04129672795534134,0.03318772092461586,0.09030722081661224,0.08946330100297928,0.14550532400608063,0.16958019137382507
47,0.3405092656612396,0.33546820282936096,0.8732044100761414,0.8669835329055786,0.041988883167505264,0.03322383761405945,0.08538369089365005,0.08676475286483765,0.1420467495918274,0.1766994148492813
48,0.32953763008117676,0.3254493176937103,0.8821527361869812,0.8752624988555908,0.04203870892524719,0.032600849866867065,0.08454233407974243,0.06785255670547485,0.14717364311218262,0.1920756697654724
49,0.31918907165527344,0.31597214937210083,0.8899570107460022,0.882270336151123,0.040749773383140564,0.031847987323999405,0.07476955652236938,0.05662358179688454,0.16009506583213806,0.18811357021331787
50,0.3094784915447235,0.3067588806152344,0.8963276147842407,0.8883939385414124,0.03951847553253174,0.030973592773079872,0.05617469176650047,0.046312619000673294,0.16286560893058777,0.19341641664505005
51,0.30018362402915955,0.2981981635093689,0.9014972448348999,0.894749641418457,0.037420280277729034,0.03259705379605293,0.05047376826405525,0.04783608019351959,0.1785285472869873,0.20451554656028748
52,0.29137325286865234,0.2901996076107025,0.9065291881561279,0.8990494012832642,0.03830470144748688,0.03295563906431198,0.051640745252370834,0.04792694374918938,0.194438174366951,0.20627376437187195
53,0.2831571102142334,0.28271007537841797,0.909225583076477,0.9035260081291199,0.037576355040073395,0.037475090473890305,0.051431041210889816,0.05521683394908905,0.20201092958450317,0.24324849247932434
54,0.2755151689052582,0.2756827473640442,0.9127004742622375,0.9066652059555054,0.04184875264763832,0.04063336178660393,0.05790775641798973,0.05725311487913132,0.27515992522239685,0.2729993760585785
55,0.26830020546913147,0.2690536677837372,0.9150502681732178,0.9090416431427002,0.04404956474900246,0.04055788367986679,0.060418594628572464,0.056030891835689545,0.33255189657211304,0.2838919162750244
56,0.2616327702999115,0.2628714442253113,0.9161326289176941,0.9116613268852234,0.04241793230175972,0.04515841603279114,0.059410177171230316,0.057806432247161865,0.327368825674057,0.3033214509487152
57,0.25537654757499695,0.2570728361606598,0.9175662398338318,0.9136620163917542,0.044121939688920975,0.04794963821768761,0.06110619381070137,0.0593571737408638,0.35024523735046387,0.3135271668434143
58,0.24955633282661438,0.2516990303993225,0.9188052415847778,0.9166574478149414,0.04425616189837456,0.06175814941525459,0.0628378763794899,0.057453520596027374,0.3639633059501648,0.3809851408004761
59,0.24406611919403076,0.24666574597358704,0.920770525932312,0.919288158416748,0.052108172327280045,0.0763217881321907,0.06091311201453209,0.06240236386656761,0.44404616951942444,0.4020940363407135
60,0.2390304058790207,0.24194100499153137,0.9226124286651611,0.9204598069190979,0.05805575102567673,0.08657887578010559,0.06574609875679016,0.060915715992450714,0.4677412509918213,0.4003687798976898
61,0.23434819281101227,0.23734943568706512,0.9233862161636353,0.9224715232849121,0.05896048992872238,0.10699351131916046,0.06432678550481796,0.06328047066926956,0.4668479859828949,0.4251527786254883
62,0.22991031408309937,0.23306064307689667,0.9249669909477234,0.9238200783729553,0.06471191346645355,0.14017927646636963,0.06674003601074219,0.06495147198438644,0.47151198983192444,0.42423075437545776
63,0.22579851746559143,0.2290705442428589,0.9257265329360962,0.92482590675354,0.06956557184457779,0.17340059578418732,0.0681985393166542,0.06794167309999466,0.4708101749420166,0.4130111634731293
64,0.22187817096710205,0.22524920105934143,0.9266237616539001,0.9259754419326782,0.07682128995656967,0.19990338385105133,0.0713871493935585,0.07305313646793365,0.46044427156448364,0.4092075526714325
65,0.21818725764751434,0.22163735330104828,0.9276301264762878,0.926959216594696,0.08260411024093628,0.2253728210926056,0.07593241333961487,0.07914727181196213,0.47274190187454224,0.4385068714618683
66,0.2146919220685959,0.21819710731506348,0.9284656643867493,0.9278987646102905,0.08760593831539154,0.24223919212818146,0.07346858084201813,0.08156272768974304,0.5006713271141052,0.44944629073143005
67,0.2114134430885315,0.21483390033245087,0.9292441606521606,0.9292030334472656,0.08941512554883957,0.30079197883605957,0.07549815624952316,0.09576665610074997,0.5121335983276367,0.49426910281181335
68,0.2082674354314804,0.21168257296085358,0.930668294429779,0.9307063221931458,0.1005474105477333,0.3579457998275757,0.08840618282556534,0.10515771061182022,0.5375418066978455,0.502852201461792
69,0.20529623329639435,0.20867745578289032,0.9320687055587769,0.9319664239883423,0.11046859622001648,0.41734305024147034,0.09677578508853912,0.11197173595428467,0.5448311567306519,0.5044838190078735
70,0.20247967541217804,0.20580247044563293,0.9333409070968628,0.932563304901123,0.12151318043470383,0.4362477958202362,0.10292021930217743,0.11679629981517792,0.5261183977127075,0.509605348110199
71,0.19979147613048553,0.20304110646247864,0.9339580535888672,0.9332485795021057,0.13036897778511047,0.4522722065448761,0.10743150115013123,0.11907758563756943,0.5309212803840637,0.5186256766319275
72,0.19721587002277374,0.2004370391368866,0.9345752000808716,0.934055507183075,0.1358901858329773,0.49665334820747375,0.1094745323061943,0.12281971424818039,0.5389977693557739,0.5211631655693054
73,0.1947837769985199,0.1978580355644226,0.9351590871810913,0.9343981146812439,0.1444588154554367,0.5257318019866943,0.11278335005044937,0.12267530709505081,0.5580499172210693,0.5223122835159302
74,0.19241972267627716,0.19544975459575653,0.9354960918426514,0.9350724220275879,0.15484870970249176,0.5768362283706665,0.11266044527292252,0.13144724071025848,0.5592125058174133,0.5336349010467529
75,0.1902025192975998,0.19318640232086182,0.9362272024154663,0.9353045225143433,0.1771608144044876,0.5791589617729187,0.12058145552873611,0.13139274716377258,0.5703369379043579,0.5344371795654297
76,0.1880641132593155,0.19100794196128845,0.9364692568778992,0.9353487491607666,0.1946936696767807,0.5524802207946777,0.12054659426212311,0.13078774511814117,0.5712780952453613,0.5342967510223389
77,0.1860247552394867,0.18892718851566315,0.9364550113677979,0.9352713823318481,0.23014499247074127,0.5694910287857056,0.11983354389667511,0.12915407121181488,0.569986879825592,0.5304855704307556
78,0.18405920267105103,0.18694370985031128,0.9364312887191772,0.9357134699821472,0.2774102985858917,0.5893719792366028,0.11822953820228577,0.13299819827079773,0.5651401281356812,0.5314497947692871
79,0.18216454982757568,0.18504126369953156,0.9369914531707764,0.9355366230010986,0.31813111901283264,0.5747541189193726,0.12179023027420044,0.13297206163406372,0.5658941268920898,0.5315718054771423
80,0.1803371161222458,0.18320709466934204,0.9370436668395996,0.9357466697692871,0.36701616644859314,0.5624889135360718,0.12188532203435898,0.1340673267841339,0.5663520097732544,0.5350167751312256
81,0.1785740703344345,0.18146422505378723,0.9372050762176514,0.9375041723251343,0.39787527918815613,0.6216741800308228,0.12295957654714584,0.15918825566768646,0.5695810914039612,0.554902970790863
82,0.17688478529453278,0.1797974556684494,0.9390516877174377,0.9379462599754333,0.49135738611221313,0.6103733777999878,0.14648517966270447,0.16096986830234528,0.5904316902160645,0.5605741143226624
83,0.1752488613128662,0.17816458642482758,0.9394552111625671,0.9380678534507751,0.4847463071346283,0.5981529355049133,0.1478884071111679,0.16141784191131592,0.5957124829292297,0.5624212026596069
84,0.173646941781044,0.17662128806114197,0.939578652381897,0.9386647343635559,0.5228259563446045,0.6212902069091797,0.14836779236793518,0.17145495116710663,0.5976383686065674,0.5594193339347839
85,0.17212960124015808,0.17514567077159882,0.9402052760124207,0.9391511082649231,0.5722877979278564,0.6059736609458923,0.15712910890579224,0.17143495380878448,0.6083064079284668,0.574393093585968
86,0.17066214978694916,0.1737336814403534,0.940646767616272,0.9401237964630127,0.5610242486000061,0.6412397027015686,0.1571335345506668,0.18486617505550385,0.608565628528595,0.5836374163627625
87,0.1692502200603485,0.17238764464855194,0.9416388869285583,0.9409417510032654,0.6046919226646423,0.6730573177337646,0.16953402757644653,0.2005126178264618,0.6179071068763733,0.6088597178459167
88,0.16789238154888153,0.17102108895778656,0.942517101764679,0.9416602253913879,0.6499072909355164,0.6919782757759094,0.1839248538017273,0.21109944581985474,0.6288803815841675,0.619086742401123
89,0.16653499007225037,0.16960443556308746,0.9432623982429504,0.9416381120681763,0.6825399994850159,0.6761059165000916,0.19337667524814606,0.21115531027317047,0.6393284797668457,0.6190680265426636
90,0.1651291400194168,0.16836972534656525,0.9432481527328491,0.9415276050567627,0.6785786151885986,0.6604099273681641,0.19343097507953644,0.21115531027317047,0.6246469020843506,0.6187869310379028
91,0.16388140618801117,0.1671757996082306,0.9431959390640259,0.9421576261520386,0.6728675961494446,0.6769697070121765,0.193449929356575,0.21644309163093567,0.6245284676551819,0.6196097731590271
92,0.16268576681613922,0.1659768521785736,0.9437940716743469,0.9421907663345337,0.6701968312263489,0.6786014437675476,0.19836042821407318,0.21644309163093567,0.6403237581253052,0.6201744675636292
93,0.16150689125061035,0.1648499071598053,0.9437655806541443,0.9426881670951843,0.6700241565704346,0.6795424818992615,0.19835704565048218,0.2264580875635147,0.6403055191040039,0.6280179023742676
94,0.16036838293075562,0.16372045874595642,0.9442545771598816,0.9429755806922913,0.6862971782684326,0.6804362535476685,0.20685574412345886,0.22763057053089142,0.6477022171020508,0.6304149031639099
95,0.159279465675354,0.16267266869544983,0.9445108771324158,0.9434066414833069,0.6727880835533142,0.669036328792572,0.20805437862873077,0.22992657124996185,0.6501341462135315,0.63615882396698
96,0.15825794637203217,0.16164636611938477,0.9448336958885193,0.943793535232544,0.6877762079238892,0.6856120228767395,0.21003848314285278,0.2384631484746933,0.654836118221283,0.6415770053863525
97,0.15723253786563873,0.16064126789569855,0.9452799558639526,0.9438045620918274,0.7055693864822388,0.6853723526000977,0.21776048839092255,0.23851902782917023,0.6607564091682434,0.6410659551620483
98,0.15626783668994904,0.15970677137374878,0.9452134966850281,0.9435945749282837,0.7036793828010559,0.6684674024581909,0.21776048839092255,0.23846860229969025,0.6596482396125793,0.6402236819267273
99,0.1553371101617813,0.1587781459093094,0.9451232552528381,0.9442245960235596,0.7018898129463196,0.6892656087875366,0.2177206128835678,0.24524815380573273,0.6591398119926453,0.6308764815330505
100,0.15443813800811768,0.15783773362636566,0.9457688927650452,0.9445672631263733,0.7198958396911621,0.7028146982192993,0.22389943897724152,0.25312501192092896,0.663072407245636,0.6340681910514832
101,0.15352807939052582,0.15693408250808716,0.9460726976394653,0.9447441101074219,0.7340366840362549,0.7174761891365051,0.23116335272789001,0.2560489773750305,0.6662251353263855,0.6377350687980652
102,0.15266744792461395,0.1560605764389038,0.9462103843688965,0.9449209570884705,0.7486394047737122,0.7175219655036926,0.23364917933940887,0.25733402371406555,0.6694822907447815,0.6395774483680725
103,0.15183570981025696,0.15519289672374725,0.9463907480239868,0.9448988437652588,0.7491779923439026,0.7166993021965027,0.23463855683803558,0.25785231590270996,0.6712482571601868,0.6398063898086548
104,0.15099573135375977,0.15438207983970642,0.9464192390441895,0.9448988437652588,0.7335637807846069,0.7163670659065247,0.23513925075531006,0.2579081952571869,0.6717855930328369,0.6398768424987793
105,0.1502092331647873,0.15361067652702332,0.9463907480239868,0.9448657035827637,0.7334035634994507,0.7159923911094666,0.23513925075531006,0.2579081952571869,0.6716947555541992,0.6396819353103638
106,0.14947625994682312,0.1527993083000183,0.9463338255882263,0.9452967643737793,0.7327651977539062,0.7206761837005615,0.23515966534614563,0.26354992389678955,0.6715316772460938,0.6420919299125671
107,0.14869579672813416,0.1519690304994583,0.9467610120773315,0.9454846978187561,0.7509816288948059,0.7162806987762451,0.24075058102607727,0.2650776207447052,0.6739266514778137,0.6431564688682556
108,0.14792205393314362,0.15128099918365479,0.9468986988067627,0.9453078508377075,0.7462483644485474,0.7140223383903503,0.24203909933567047,0.2650776207447052,0.6742591857910156,0.6420482993125916
109,0.1472398042678833,0.15073929727077484,0.9467087984085083,0.9452525973320007,0.7437319159507751,0.6991897821426392,0.24203909933567047,0.2650776207447052,0.6730871796607971,0.6418014168739319
110,0.14673815667629242,0.15003171563148499,0.9466565847396851,0.9451531171798706,0.7137178182601929,0.6973484754562378,0.24203909933567047,0.2650776207447052,0.6727902889251709,0.6412918567657471
111,0.14607030153274536,0.14933811128139496,0.9466043710708618,0.9455178380012512,0.7127005457878113,0.7136334180831909,0.24209162592887878,0.2738495469093323,0.672673761844635,0.6468432545661926
112,0.14543692767620087,0.14857350289821625,0.9469841718673706,0.9459157586097717,0.7285478711128235,0.6996740698814392,0.2500821352005005,0.27737122774124146,0.6777415871620178,0.6511459946632385
113,0.1447279304265976,0.14775246381759644,0.9473307132720947,0.9463800191879272,0.7145013809204102,0.714457631111145,0.2529585659503937,0.28691843152046204,0.6824424862861633,0.6570582389831543
114,0.14395257830619812,0.1471320539712906,0.947719931602478,0.946501612663269,0.7259146571159363,0.7136170864105225,0.2621273398399353,0.28779950737953186,0.6868724822998047,0.6578198671340942
115,0.14338630437850952,0.1464095264673233,0.9477389454841614,0.946910560131073,0.7237738966941833,0.716118574142456,0.26302504539489746,0.29462727904319763,0.687252938747406,0.6601325273513794
116,0.14270466566085815,0.1458226591348648,0.9481519460678101,0.9470321536064148,0.7405387163162231,0.7163953185081482,0.26901355385780334,0.2954338490962982,0.6887834072113037,0.6613606214523315
117,0.1421547383069992,0.14516431093215942,0.9482943415641785,0.9468774199485779,0.7398037314414978,0.7108379006385803,0.26991090178489685,0.29564037919044495,0.6900903582572937,0.659821093082428
118,0.14154787361621857,0.14453279972076416,0.9480949640274048,0.9468221664428711,0.734221339225769,0.7100635170936584,0.2700730562210083,0.2956099212169647,0.6881585717201233,0.6594749093055725
119,0.14095430076122284,0.1440599262714386,0.9480760097503662,0.9468110799789429,0.7339026927947998,0.70974200963974,0.270070880651474,0.2956099212169647,0.6880166530609131,0.6593490839004517
120,0.14056333899497986,0.1434105485677719,0.9480522274971008,0.9468553066253662,0.733623206615448,0.7107524871826172,0.270070880651474,0.2956099212169647,0.6879013180732727,0.6594746112823486
121,0.13995355367660522,0.14279818534851074,0.9480522274971008,0.9468553066253662,0.7065477967262268,0.7107524871826172,0.2700548768043518,0.2956099212169647,0.6879210472106934,0.6594746112823486
122,0.13936881721019745,0.14219796657562256,0.9480475187301636,0.9468553066253662,0.7064586877822876,0.7107524871826172,0.2700358033180237,0.2956099212169647,0.6878721117973328,0.6594746112823486
123,0.13879941403865814,0.1415707767009735,0.9480190277099609,0.9471758604049683,0.6807965636253357,0.71591717004776,0.2700358033180237,0.3043818473815918,0.6877540349960327,0.665830671787262
124,0.13821987807750702,0.14075012505054474,0.9483276009559631,0.9481375217437744,0.6980038285255432,0.7294245958328247,0.2779723107814789,0.33041465282440186,0.6934435367584229,0.6828622221946716
125,0.1374812126159668,0.14024029672145844,0.9492769837379456,0.9481596350669861,0.7489240765571594,0.7299097776412964,0.3015550971031189,0.33041465282440186,0.7085307836532593,0.6823609471321106
126,0.13705286383628845,0.13988886773586273,0.949262797832489,0.9479495882987976,0.7472733855247498,0.7230767011642456,0.3015550971031189,0.33041465282440186,0.7076237201690674,0.6783185601234436
127,0.1367257982492447,0.13930383324623108,0.9490823745727539,0.9476290345191956,0.7409951090812683,0.7123690843582153,0.3015550971031189,0.33041465282440186,0.7037609219551086,0.6718708872795105
128,0.13615576922893524,0.13874629139900208,0.9487595558166504,0.9478501081466675,0.7310114502906799,0.7084290385246277,0.3016684353351593,0.3335036337375641,0.6973522305488586,0.6729351282119751
129,0.13563570380210876,0.1381830871105194,0.9488640427589417,0.9480490684509277,0.724831223487854,0.7070273160934448,0.3040750324726105,0.33535686135292053,0.6966213583946228,0.674446165561676
130,0.1351192593574524,0.13760682940483093,0.9489542245864868,0.9478501081466675,0.7214389443397522,0.7047533392906189,0.3055952787399292,0.33535686135292053,0.696367621421814,0.6735239028930664
131,0.13459177315235138,0.1368042230606079,0.9486788511276245,0.9480269551277161,0.7181618809700012,0.7041476368904114,0.3055952787399292,0.3379612863063812,0.6947929263114929,0.6767099499702454
132,0.13387702405452728,0.13639779388904572,0.9488070607185364,0.948060154914856,0.7171488404273987,0.7043455839157104,0.30769357085227966,0.3379612863063812,0.6978039741516113,0.676800549030304
133,0.13354837894439697,0.13549071550369263,0.9488117694854736,0.9480159282684326,0.7170687913894653,0.7052444815635681,0.30769357085227966,0.3379612863063812,0.6977892518043518,0.6765506863594055
134,0.1326671540737152,0.1349760890007019,0.9487548470497131,0.9483806490898132,0.7164173126220703,0.7100520730018616,0.30769357085227966,0.3472253978252411,0.6975164413452148,0.6826521158218384
135,0.13219979405403137,0.1344665288925171,0.9491060972213745,0.9484027624130249,0.7205044031143188,0.7100735306739807,0.3161831498146057,0.3472253978252411,0.7032904028892517,0.6826122403144836
136,0.13173681497573853,0.1340017020702362,0.9491203427314758,0.9482370018959045,0.7205100655555725,0.7087311148643494,0.3161831498146057,0.3472253978252411,0.7032418847084045,0.6818423271179199
137,0.13130232691764832,0.13356883823871613,0.9488829970359802,0.9487344026565552,0.71750408411026,0.713191568851471,0.3161831498146057,0.3568912744522095,0.7017598748207092,0.6878355741500854
138,0.13091717660427094,0.13239972293376923,0.9494479298591614,0.9498065710067749,0.7224695682525635,0.7213003635406494,0.3251151740550995,0.37189221382141113,0.7079773545265198,0.6936374306678772
