iteration,train_loss,train_precision,train_recall,train_F1,test_loss,test_precision,test_recall,test_F1,train_acc,test_acc
116,0.10903536528348923,0.9947195649147034,0.5306450724601746,0.9225188493728638,0.1437993347644806,0.36855143308639526,0.6129097938537598,0.7967871427536011,0.984054446220398,0.9608268141746521
117,0.10843636840581894,0.9947195649147034,0.5308457612991333,0.9227067232131958,0.14356334507465363,0.3732902705669403,0.6218312382698059,0.7976764440536499,0.9840971231460571,0.9610368013381958
118,0.10785616934299469,0.9947882294654846,0.5389158129692078,0.9238438606262207,0.14318613708019257,0.36975306272506714,0.6130593419075012,0.7981033325195312,0.9843677282333374,0.9608047008514404
119,0.10728989541530609,0.9947206377983093,0.5309792757034302,0.9228548407554626,0.14343899488449097,0.3728932738304138,0.6222162246704102,0.7972226738929749,0.9841303825378418,0.9607825875282288
120,0.10671484470367432,0.9948405027389526,0.539529025554657,0.9244394302368164,0.14334551990032196,0.3730391561985016,0.6218312382698059,0.797101616859436,0.9845054149627686,0.9606831073760986
121,0.10614869743585587,0.9947891235351562,0.5389317870140076,0.9238598942756653,0.14334715902805328,0.37325534224510193,0.6218312382698059,0.7973526120185852,0.9843724966049194,0.9605725407600403
122,0.10559426993131638,0.9947891235351562,0.5389317870140076,0.9238598942756653,0.14343468844890594,0.3735179603099823,0.6233440041542053,0.7986552715301514,0.9843724966049194,0.960727334022522
123,0.10504833608865738,0.9948405027389526,0.540475070476532,0.9253421425819397,0.14312724769115448,0.3736236095428467,0.6218312382698059,0.7977374196052551,0.9845908284187317,0.9605283737182617
124,0.10450918972492218,0.9947891235351562,0.5389317870140076,0.9238598942756653,0.14326980710029602,0.3738515377044678,0.6242305636405945,0.7996984124183655,0.9843724966049194,0.9607383608818054
125,0.10396641492843628,0.9947659373283386,0.5413702130317688,0.9263190031051636,0.14322873950004578,0.37395328283309937,0.6242305636405945,0.7998191714286804,0.9847142696380615,0.9607494473457336
126,0.10343576967716217,0.9947659373283386,0.5413702130317688,0.9263190031051636,0.14326022565364838,0.37425801157951355,0.6241216063499451,0.8001059889793396,0.9847142696380615,0.9608047008514404
127,0.10291652381420135,0.994714617729187,0.5411185622215271,0.9260775446891785,0.14344371855258942,0.3740698993206024,0.6272979378700256,0.8021066188812256,0.984652578830719,0.9610257744789124
128,0.10239847749471664,0.9947659373283386,0.5442695617675781,0.9290879368782043,0.1433216631412506,0.3741692304611206,0.625058114528656,0.8006603121757507,0.985079824924469,0.9609262943267822
129,0.1018868237733841,0.9947659373283386,0.5422028303146362,0.9271559119224548,0.1435120552778244,0.3736894428730011,0.6276407241821289,0.801880419254303,0.9848329424858093,0.9609925746917725
130,0.10137660801410675,0.9947770237922668,0.5444820523262024,0.92929607629776,0.14353187382221222,0.373811274766922,0.6276407241821289,0.8019376397132874,0.9851415157318115,0.9610036611557007
131,0.10087622702121735,0.9947770237922668,0.5444820523262024,0.92929607629776,0.14343027770519257,0.37467432022094727,0.6265841126441956,0.8021490573883057,0.9851415157318115,0.9612689018249512
132,0.10038498044013977,0.9962600469589233,0.5435472130775452,0.9290313720703125,0.14360857009887695,0.37431150674819946,0.6297734975814819,0.8043808341026306,0.9852174520492554,0.9613021016120911
133,0.09989503026008606,0.9947772026062012,0.5467724204063416,0.9323767423629761,0.1434965282678604,0.3753818869590759,0.6287175416946411,0.8047686219215393,0.9854121208190918,0.9615452885627747
